species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
,,32.64,18.47,194.65,5967.88,
,,50.81,13.8,199.26,3087.48,
,,52.23,20.51,205.09,6150.38,
,,45.03,17.24,210.27,4944.4,
,,58.13,14.07,229.36,4050.96,
,,41.85,19.96,177.79,6148.52,
,,56.81,20.83,212.84,4027.89,
,,49.73,16.14,186.21,3140.3,
,,53.09,19.53,198.13,4939.37,
,,51.59,20,227.61,2791.95,
,,33.32,19.04,181.02,5043.99,
,,48.46,17.49,199.81,6260.45,
,,40.17,14.18,216.29,2876.25,
,,56.72,16.2,215.23,3872.42,
,,46.61,13.74,223.56,3459.68,
,,47.85,14.96,204.43,6094.34,
,,57.88,19.35,223.9,5976.79,
,,53.53,17.88,229.87,5412.32,
,,33.75,14.95,204.43,3163.54,
,,36.83,14.44,224.94,3875.34,
,,43.88,19.89,222.05,2846.37,
,,37.27,14.55,213.61,5150.08,
,,48,14.57,172.7,3415.77,
,,45.99,13.32,214.05,4078.64,
,,47.28,15.9,187.74,3379.14,
,,43.59,13.12,192.4,3174.85,
,,42.91,19.19,175.27,4963.64,
,,54.78,18.1,200.25,5703.84,
,,35.86,21,183.39,5576.29,
,,55.99,17.62,223.08,3753.63,
,,50,17.05,179.59,3663.9,
,,45.34,18.41,229.61,3635.52,
,,35.69,19.32,210.72,5455.75,
,,39.64,13.51,187.18,6231.5,
,,41.43,14.98,172.12,5736.7,
,,55.26,15.73,175.55,2910.06,
,,33,18.29,202.91,5427.37,
,,54.83,17.61,176.64,2714.32,
,,33.62,21.1,189.48,5020.79,
,,54.38,19.39,196.12,4431.62,
,,42.25,15.06,173.57,4137.07,
,,55.55,19.3,184.24,5238.06,
,,56.89,21.25,225.27,6048.83,
,,34.85,14.03,193.32,3965.79,
,,59.01,17.04,188.16,4553.11,
,,32.5,14.24,176.37,4038.04,
,,39.99,20.4,205.02,5613.39,
,,43.29,21,222.14,3786.45,
,,58.87,19.63,184.96,6247.43,
,,59.38,15.98,177.76,2761.35,
,,55.49,16.55,197.1,3933.31,
,,38.28,17.64,205.1,3329.77,
,,39.12,18.18,219.54,6266.06,
,,49.79,15.11,201.74,5356.98,
,,44.76,19.02,193.49,2783.5,
,,32.12,17.06,174.15,3220.84,
,,55.55,13.3,200.74,3759.36,
,,44.74,18.76,186.9,5453.97,
,,33.87,19.94,182.89,5693.17,
,,38.47,20.83,192.6,3804.05,
,,58.94,15.91,173.27,5948.71,
,,59.11,16.78,183.38,2929.31,
,,45.19,18.81,209.34,5948.46,
,,57.5,20.15,177.82,4226.96,
,,52.42,20.02,194.94,5682.77,
,,45.86,20.7,172.76,5094.64,
,,32.85,14.89,217.69,3815.33,
,,54.33,15.46,172.98,3069.43,
,,45.48,20.19,188.67,5354.84,
,,57.05,20.67,229.97,5627.67,
,,33.81,16.05,175.33,4222.11,
,,33.17,15.21,195.6,3295.96,
,,51.89,14.81,199.52,2753.53,
,,40.43,14.97,172.93,3545.26,
,,57.03,14.41,230.49,4693.17,
,,34.83,15.25,182.25,4502.49,
,,46.72,14.18,219.47,4873.79,
,,34.76,16.38,188.42,4898.1,
,,50.68,18.03,215.16,2958.59,
,,33.28,20.4,203.7,5886.35,
,,41.25,17.82,185.26,3672.71,
,,41.24,21.38,183.32,2743.97,
,,40.49,13.63,228.73,3677.8,
,,36.7,16.11,191.68,4537.05,
,,34.87,20.45,216.03,6006.63,
,,49.76,18.09,222.7,3659.64,
,,45.48,19.18,183.17,5747.61,
,,36.43,21.12,222.98,5531.86,
,,37.24,21.12,211.22,3365.06,
,,38.61,18.88,181.6,4362.03,
,,58.01,20.38,177.09,5257.68,
,,43.44,18.23,199.52,5188.99,
,,49.67,17.18,188.71,3078.92,
,,51.06,20.29,222.15,4089.97,
,,50.17,18.54,175.28,3247.48,
,,34.3,13.21,225.49,3134.61,
,,53.59,14.96,212.58,5829.4,
,,51.27,15.48,178.96,4786.21,
,,41.89,13.15,221.79,3136.07,
,,48.9,18.79,181.55,6118.71,
,,47.92,19.88,229.23,5760.42,
,,44.21,21.03,181.28,3268.49,
,,32.8,17.71,224.91,3729.92,
,,35.45,21.1,182.35,4711.43,
,,53.95,18.96,185.14,2719.87,
,,40.82,16.96,212.56,3562.18,
,,45.07,15.51,177.15,3287.58,
,,53.34,20.09,184.61,4024.08,
,,55.43,13.76,220.29,5710.52,
,,38.54,14.61,221.89,3298.04,
,,57.81,17.02,183.6,5387.18,
,,41.61,21.19,200.95,6101.2,
,,57.61,20.8,178.66,5852.3,
,,44.95,19.64,229.18,5461.08,
,,39.25,13.74,209.82,5239.73,
,,46.04,19.08,222.96,3603.41,
,,56.3,14.99,178.88,2804.34,
,,53.51,14.36,216.65,3149.53,
,,32.29,15.17,224.92,5427.69,
,,58.4,15.03,211.45,3762,
,,43.4,17.67,175.1,3392.82,
,,41.26,18.64,197.33,2997.52,
,,45.43,18.98,213.37,4225.46,
,,49.65,16.3,204.92,4753.4,
,,53.37,15.11,176.85,2918.32,
,,45.5,14.8,204.87,4036.98,
,,35.34,16.26,223.3,5609.53,
,,48.79,18.68,217.14,4141.25,
,,54.27,16.3,183.55,3253.72,
,,37.06,14.82,181.61,4225.15,
,,36.31,16.58,221.39,2956.94,
,,37.61,17.08,176.44,4097.41,
,,54.72,17.79,211.52,4313.7,
,,53.98,19.6,216.89,4481.34,
,,33.67,21.17,215.58,5063.57,
,,50.1,15.43,209.44,5803.87,
,,52.04,18.04,172.61,3301.66,
,,58.22,19.84,172.53,2863.3,
,,46.91,21.44,216.04,3950.65,
,,35.18,21.01,204.5,3945.9,
,,55.53,20.5,225.57,3068.66,
,,59.46,20.69,212.84,5596.39,
,,35.82,16.93,193.29,5666.96,
,,47.95,18.64,212,3207.51,
,,39.88,16.67,203.8,2770.02,
,,38.75,19.81,201.24,4328.82,
,,42.83,14.26,172.05,4752.86,
,,55.47,17.6,174.74,6100.59,
,,36.13,21.16,222.21,2752.91,
,,49.84,19.75,172.96,3213.44,
,,40.46,18.13,211.55,4260.31,
,,52.39,16.52,208.36,6012.23,
,,50.22,17.67,172.79,3310.77,
,,50.39,17.09,216.89,4278.24,
,,54.2,21.15,198.57,4597.25,
,,40.55,18.29,180.13,3774.67,
,,37.91,16.26,212.72,4207.55,
,,55.5,19.91,184.25,5664.29,
,,54.58,20.54,184.07,3410.58,
,,57.43,14.83,177.38,5202.16,
,,37.24,13.28,204.59,6100.84,
,,54.3,16.37,212.52,3962.2,
,,34.42,19.87,190.41,5902.42,
,,49.1,18.22,211.27,5235.04,
,,39.11,13.32,229.36,5698.93,
,,51.15,18.79,175.41,4603.18,
,,43.18,14.87,220.93,3381.43,
,,55.66,18.5,225.6,3888.2,
,,51.38,18.29,216.87,4644.74,
,,35.29,18.55,191.82,4073.21,
,,33.87,14,202.79,3031.3,
,,55.93,17.46,195.92,2811.81,
,,44,18.24,219.92,2776.8,
,,51.37,18.72,198.16,5039.84,
,,57.62,18.11,172.14,4585.62,
,,43.99,13.53,217.16,6261.42,
,,33.91,21.26,212.61,4720.16,
,,37.22,17.34,180.08,3870.3,
,,35.93,16.84,203.34,4842.18,
,,33.39,18.68,223.08,3593.89,
,,41.77,16.1,226.75,5323.74,
,,47.98,18.32,174.58,5580.05,
,,40.6,20.28,211.67,4606.67,
,,33.57,18.09,178.6,4790.86,
,,38.55,19.57,216.46,5328.52,
,,36.35,20.15,219.32,4035,
,,37.08,15.87,193.21,4778.13,
,,51.55,15.49,206.95,4127,
,,41.57,15.53,182.08,3594.97,
,,36.4,15.44,222.39,3260.35,
,,40.68,18.78,195.86,6087.56,
,,32.27,14.97,212.58,3827.17,
,,43.15,15.11,181.66,4553.26,
,,49.72,17.96,195.42,3472.26,
,,47.5,13.73,217.53,4055.08,
,,48.9,13.35,202.28,6268.59,
,,43.54,17.05,184.71,5856.46,
,,49.02,14.84,223.24,4514.51,
,,38.75,18.38,184.78,6203.03,
,,56.62,19.63,203.38,3805.42,
,,37.9,13.58,222.97,5782.37,
,,37.86,20.51,223.28,4372.92,
,,56.53,21.07,190.94,5430.1,
,,44.21,13.4,227.24,3153.21,
,,38.26,18.96,195.83,5602.27,
,,57.28,16.51,206.13,2950.07,
,,42.16,18.82,177.18,3584.53,
,,38.3,16.68,193.07,4728.23,
,,42.71,19.94,223.55,6298.47,
,,53.37,15.09,212.56,3003.36,
,,32.52,18.32,198.13,4226.48,
,,52.7,20.87,205.19,3215.38,
,,52.23,18.48,182.73,5857.15,
,,54.87,20.8,186.36,3519.11,
,,39.2,18.85,226.03,5794.26,
,,48.14,16.76,197.39,3685.34,
,,34.76,19.2,196.48,2954.33,
,,59.3,13.72,180.3,4325.08,
,,49.71,16.35,213.3,5302.53,
,,44.05,17.68,198.04,4450.76,
,,48.3,16.68,198.08,4984.8,
,,57.95,19.3,206.31,5267.89,
,,43.11,20.81,173.19,3498.46,
,,57.96,15.9,193.64,3612.34,
,,34.73,21.21,229.4,4610.36,
,,53.14,17.37,186.15,5981.31,
,,57.35,14.17,198.65,6191.54,
,,54.82,15.02,186.8,4990.89,
,,39,16.18,207.24,3147.93,
,,51.62,18.87,230.55,5309.41,
,,47.71,15.82,175.44,6202.74,
,,49.58,17.12,192.51,5044.16,
,,49.3,19.72,186.59,5696.56,
,,32.47,19.41,191.66,4450.13,
,,40.07,16.29,214.56,5812.73,
,,56.32,13.2,193.9,4594.47,
,,36.71,16.58,183.13,2870.15,
,,47.79,16.83,215.08,4851.62,
,,43.5,13.27,204.63,6104.08,
,,42.04,19.46,187.49,2920.55,
,,33.96,16.88,192.47,6272.72,
,,52.03,18.43,193.24,4015.87,
,,42.54,17.06,226.4,5639.46,
,,48.44,13.56,194.36,3832.39,
,,44.56,18.94,224.24,3458.25,
,,44.03,13.68,222.92,3469.39,
,,54.67,14.96,216.85,4204.06,
,,36.52,14.4,174.61,4397.84,
,,50.77,14.35,182.41,2850.05,
,,55.64,17.14,225.91,5663.17,
,,42.02,13.71,187.21,5670.14,
,,44.23,17.04,200.68,3999.75,
,,34.03,19.48,226.29,4164.78,
,,53.46,14.36,189.7,2916.03,
,,51.97,16.12,229.66,5876.64,
,,40.5,18.51,186.79,5057.1,
,,34.37,15.08,179.58,5291.22,
,,34.96,15.18,201.49,5051.67,
,,55.8,19.48,201.53,3529.24,
,,44.32,15.6,195.1,3667.22,
,,51.89,16.7,227.32,5779.08,
,,36.61,19.88,172.86,2716.31,
,,45.03,15.9,191.68,4003.46,
,,59.22,16.92,226.46,6141.49,
,,48.35,14.75,189.63,3179.23,
,,49.78,20.65,209.71,3138.98,
,,49.03,13.97,175.23,2838.71,
,,39.88,14.86,174.03,4127.4,
,,56.79,19.72,198.22,5789.39,
,,48.22,14.75,180.24,5973.62,
,,49.22,17.46,208.59,5298.06,
,,50.98,17.27,187.96,3089.03,
,,44.76,18.63,180.82,5219.86,
,,47.03,18.88,207.36,5681.15,
,,56.86,15.18,194.33,6010.04,
,,32.53,20.55,217.88,4399.05,
,,41.16,14.74,193.09,3554.01,
,,35.03,16.97,179.72,4166.64,
,,51.95,14.98,207.86,2765.57,
,,40.24,18.56,220.13,4560.38,
,,43.17,15.64,189.95,3822.47,
,,37.49,17.41,174.42,4000.74,
,,36.86,19.21,182.74,4203.88,
,,43.53,20.91,223.22,3670.47,
,,50.09,15.28,183.8,4422,
,,36.34,14.25,218.52,4154.36,
,,34.4,17.18,197.27,3954.27,
,,55.71,18.85,189.6,4729.79,
,,47.37,13.95,198.95,4775.28,
,,34.43,17.39,177,4825.57,
,,35.84,21.41,227.68,4244.44,
,,41.11,17.14,207.53,3865.46,
,,58.11,14.6,229.11,5110.8,
,,32.81,16.76,174.56,3119.87,
,,55.16,15.09,187.33,4206.02,
,,58.13,13.96,196.06,4909.43,
,,50.91,16.28,230.39,4290.94,
,,54.19,15.38,188.21,3636.37,
,,47.22,13.58,216.27,6262.03,
,,45.38,15.9,222.58,6199.87,
,,58.13,19.61,194.23,3792.69,
,,43.95,19.34,215.58,5658.25,
,,48.76,20.84,203.12,5186.65,
,,50.42,13.41,202.68,3748.14,
,,53.66,17.57,219.74,3786.07,
,,47.2,19.77,189.64,2929.81,
,,50.94,14.89,174.03,2796.85,
,,56.21,20.89,178.67,4243.49,
,,44.42,16,178.12,5188.17,
,,40.95,17.99,230.89,5867.87,
,,58.06,17.42,200.44,2807.2,
,,33.9,17.09,226.18,4540.75,
,,37.72,17.52,211.86,5642.32,
,,50.79,21.23,210,6268.35,
,,43.88,19.91,176.95,4425.52,
,,44.92,18.43,188.15,4033.97,
,,55.34,18.38,214.09,5509.56,
,,38.22,20.59,204.1,5533.01,
,,53.88,17.28,203.72,5787.36,
,,57.21,13.49,228.99,4665.19,
,,45.02,13.32,220.75,3103.32,
,,51.72,16.5,228.93,6284.44,
,,51.18,19.12,222.78,5031.66,
,,49.82,17.12,195.38,5236.53,
,,47.75,18.86,193.13,4697.21,
,,43.02,14.92,213.33,5773.23,
,,55.28,19.22,216.79,3006.11,
,,51.57,21.24,213.53,5871.14,
,,49.23,19.15,192.99,3040.59,
,,58.49,18.03,190.35,3582.63,
,,40.05,15.65,211.97,3490.01,
,,58.81,16.38,227.2,4656.38,
,,58.99,17.79,213.26,2888.05,
,,39.83,20.44,207.56,3842.83,
,,43.27,13.54,178.87,3666.58,
,,37.91,13.33,209.91,3603.25,
,,58.05,19.97,201.22,3555.73,
,,48.16,17.32,188.77,4004.79,
,,58.93,13.7,188.01,3285.79,
,,55.89,16.48,178.03,5785.3,
,,38.25,20.32,216.95,4479.01,
,,53.94,15.48,187.57,5883.77,
,,38.73,18.85,216.67,5033.26,
,,39.95,14.65,216.18,6012.66,
,,55.13,14.22,175.04,3503,
,,36.53,13.35,191.25,5385.33,
,,38.68,14.38,198.87,5961.2,
,,51.64,13.28,185.57,5034.18,
,,51.58,18.19,224.03,6188.61,
,,44.41,15.29,190.69,3439.5,
,,43.98,20.18,205.67,5888.77,
,,53.16,13.21,173.18,3947,
,,34.85,19.83,219.11,4042.7,
,,56.82,18.53,189.91,5377.06,
,,42.43,14.24,188.54,5112.18,
,,55.61,15.66,195.49,5393.72,
,,45.82,17.1,203.54,5076.77,
,,52.54,16.47,208.09,5724.68,
,,39.3,17.06,198.58,3520.25,
,,40.95,20.27,209.02,4643.28,
,,57.5,15.7,212.88,4963.99,
,,49.67,19.07,227.42,5205.09,
,,50.27,20.76,192.97,3166.98,
,,34.31,15.76,227.49,5447.83,
,,38.68,20.59,172.52,3583.87,
,,44.86,16.48,215.24,4903.35,
,,43.45,16.14,219.42,5886.79,
,,34.75,14.05,224.81,3821.18,
,,50.06,13.79,207.15,5344.06,
,,39.11,17.04,177.82,5728.3,
,,33.63,21.45,212.9,3703.51,
,,51.81,17.23,173.21,3450.64,
,,53.96,15.17,172.32,3807.43,
,,44.73,16.12,222.44,5078.12,
,,43.71,20.26,207.59,3735.94,
,,34.05,19.95,217.72,5215.72,
,,49.82,18.27,200.32,5507.13,
,,33.71,19.05,194.58,4047.7,
,,37.69,20.25,190.66,3653.55,
,,55.11,16.61,200.11,3952.38,
,,36.59,13.53,204.4,4321.31,
,,43.61,14.48,219.15,3922.55,
,,52.83,15.96,213.69,6292.74,
,,44.43,13.39,218.61,4610.03,
,,39.69,20.06,187.61,6068.42,
,,32.21,16.32,197.18,5179.2,
,,56.4,17.68,184.08,4477.13,
,,47.29,14.15,183.27,4197.71,
,,58.14,14.15,189.39,5254.46,
,,45.3,16.89,201.29,5578.5,
,,55.31,14.54,190.02,5785.95,
,,39.38,19.85,219.26,6270.39,
,,40.44,15.26,210.8,4295.11,
,,37.29,16.56,212.3,4887.17,
,,43.67,16,214.9,6094.99,
,,49.42,18.19,174.42,3536.22,
,,54.39,21.23,173.51,5461.78,
,,36.85,21.07,183.05,2900.47,
,,53.6,17.2,183.49,4305.26,
,,36.58,21.22,204.45,3123.1,
,,42.59,20.62,214.06,5369.77,
,,32.72,18.64,182.09,4651.56,
,,37.84,14.87,196.51,5652.13,
,,36.71,14.82,189.17,4865.3,
,,33.48,18.51,176.39,5857.34,
,,35.93,14.23,227.71,4650.65,
,,56.4,15.99,188.06,3855.68,
,,58.15,17.47,193.82,6185.27,
,,40.44,19.76,199.65,4070.41,
,,54.54,18.58,196.5,5218.11,
,,32.12,18.02,202.71,3465.89,
,,33.4,20.19,213.41,2850.8,
,,57.84,16.39,194.68,6005.91,
,,35.52,21.36,191.96,3437.24,
,,33.86,19.51,226.95,4168.15,
,,48.25,19.15,189.34,2902.78,
,,50.79,16.75,185.92,2911.53,
,,58.34,13.7,200.93,4471.99,
,,40.29,13.88,184.67,5046.68,
,,41.04,19.01,198.73,4031.28,
,,58.38,19.79,228.52,3186.7,
,,38.13,17.29,174.01,6077.19,
,,49.59,13.11,187.03,3395.78,
,,32.43,17.2,199.77,3255.78,
,,56.44,14.51,215.06,5636.84,
,,57.79,16.93,210.75,4188.83,
,,34.65,16.12,200.99,4503.15,
,,51.05,14.98,203.47,4098.05,
,,55.58,20.44,225.81,3301.09,
,,58.31,17.6,189.84,4930.16,
,,42.67,16.45,182.65,6277.2,
,,39.54,21.07,196.69,5279.81,
,,50.21,15.47,218.8,5699.83,
,,47.64,14.72,199.49,3080.44,
,,41.16,13.73,227.03,3937.28,
,,53.52,13.51,201.91,3734.7,
,,52.02,19.4,198.45,4226.04,
,,49.84,14.18,181.88,3358.98,
,,41.86,16.73,217.44,4024.06,
,,51.67,20.32,182.78,4380.27,
,,41.41,18.09,207.96,4890.92,
,,41.04,21.24,190.09,3269.36,
,,46.08,16.28,224.08,3714.26,
,,35.9,19.91,230.95,3731.13,
,,36.95,20.72,214.43,3799.68,
,,48.96,21.05,225.69,6038.71,
,,56.48,19.76,182.33,5006.95,
,,48.62,17.62,185.69,3080.73,
,,52.89,16.4,221.02,4720.62,
,,56.45,15.28,191.74,3621.56,
,,52.12,13.47,177.45,4305.75,
,,51.15,17.95,220.51,3820.78,
,,37,18.95,208.39,5137.37,
,,35.93,15.99,199.33,3619.45,
,,57.04,17.15,216.23,6013.96,
,,42.96,15.96,202.29,5049.27,
,,43.3,19.54,218.56,4329.04,
,,41.78,18.24,196.53,4220.88,
,,35.49,20.93,187.57,4114.94,
,,38.65,16.34,195.17,4423.03,
,,35.14,16.24,173.38,5317.75,
,,34.45,21.49,221.89,4900.7,
,,51.38,17,181.8,6111.1,
,,57.81,14.4,226.85,2971.34,
,,47.6,16.9,198.36,4161.57,
,,51.01,19.87,197.66,3801,
,,44.03,20.62,222.42,3419.56,
,,49.81,18.01,219.18,3097.85,
,,33.33,18.84,206.92,3120.36,
,,48.72,14.84,173.27,4658.92,
,,36.96,14.67,194.37,5704.12,
,,32.65,20.41,202.47,5438.95,
,,58.96,14.97,176.04,3296.63,
,,50.52,19.24,223.08,4063.01,
,,45.78,19.22,190.16,2895.97,
,,32.21,13.7,183.99,4839.52,
,,59.09,19.73,186.67,5809.69,
,,48.96,15.42,226.78,2922.05,
,,48.18,13.56,182.97,5226.76,
,,58.56,13.65,213.39,4361.74,
,,39.12,21.13,175.17,5633.83,
,,40.03,14.17,179.26,5433.79,
,,43.86,15.74,208.49,4107.89,
,,56.36,17.71,199.35,5622.84,
,,51.63,15.95,222.04,6212.15,
,,50.81,20.38,188.22,4297.93,
,,36.09,17.37,223.03,5243.48,
,,43.75,15.25,219.51,4102.53,
,,51.72,17.05,205.5,4233.79,
,,55.21,20.97,188.63,5417.05,
,,52.59,19.59,215.98,6129.76,
,,59.4,17.04,208.11,4995.99,
,,33.68,13.6,176.35,5738.53,
,,44.49,13.13,227.84,3251.14,
,,42.95,16.63,217.5,5896.34,
,,59.56,20.97,175.69,6252.83,
,,56.48,15.77,226.56,4473.78,
,,54.74,15.27,205.45,4639.6,
,,52.72,16.61,219.15,2713.37,
,,33.75,17.23,211.58,3431.3,
,,41.6,18.85,200.9,3266.56,
,,47.34,18.36,193.23,2767.77,
,,46.83,21.15,222.22,5076.16,
,,52.88,18.34,217.19,5526.25,
,,57.4,15.35,189.83,5636.46,
,,51.57,14.31,227.59,4304.58,
,,42.82,20.78,220.84,3166.66,
,,55.74,18.13,206.45,5454.68,
,,58.87,19.21,212.7,5638.4,
,,35.84,20.44,207.58,3185.49,
,,58.57,17.7,194.04,2737.69,
,,41.62,16.98,227.31,3892.02,
,,34.6,17.2,182.9,5739.14,
,,32.42,19.9,192.87,5977.99,
,,32.99,15.68,209.97,4102.63,
,,54.52,15.47,173.1,3316.25,
,,51.83,18.53,209.56,6153.41,
,,39.56,20.49,183.89,3788.93,
,,51.38,21.33,228.41,5694.87,
,,53.59,15.78,212.88,2941.46,
,,46.4,13.41,228.29,5586.59,
,,37.86,14.16,206.48,5034.02,
,,38.27,13.63,215.77,5683.74,
,,49.68,17.48,206.3,4838.62,
,,55.97,15.82,184.48,3272.7,
,,41.61,13.32,183.1,5380.72,
,,42.93,15.8,196.11,3962.47,
,,50.34,16.68,183.88,3793.31,
,,44.12,20.97,221.37,3030.53,
,,46.7,20.14,173.98,3372.46,
,,43.49,19.76,198.02,3279.09,
,,32.41,17.01,193.22,6242.06,
,,35.97,19.04,196.61,3805.02,
,,54.22,20.74,201.44,3416.52,
,,40.95,16.35,228.33,5382.93,
,,53.23,16.49,172.66,5118.31,
,,47.98,19.63,187.27,4869.21,
,,58.11,15.32,214.72,3036.8,
,,59.18,19.33,186.29,4868.12,
,,59.46,17.77,193.88,5242.53,
,,35,16.58,229.6,5140.06,
,,48.92,14.38,218.01,5975.18,
,,32.69,20.69,196.23,2803.21,
,,35.91,21.47,227.53,3560.38,
,,37.43,16.44,189.76,3450.67,
,,53.83,14.24,225.89,4326.92,
,,48.89,13.21,188.65,6248.37,
,,37.42,19.28,187.99,4796.71,
,,54.36,15.32,200.2,4754.54,
,,42.68,21.26,174.97,5962.61,
,,35.61,14.88,206.56,4674.68,
,,58.69,18.83,201.49,6041.43,
,,47.3,20.98,199.32,3871.8,
,,44.26,16.42,222.01,5039.58,
,,36.67,21.05,224.25,4797.59,
,,41.01,16.93,221.78,5278.32,
,,56.77,17.83,211.51,4463.52,
,,34.2,19.37,221.01,4560.23,
,,41.24,20.95,205.96,6060.86,
,,47,18.43,197.76,4888.42,
,,51.28,16.23,214.16,5182.96,
,,49.35,14.17,208.82,4798.47,
,,35.32,17.85,226.09,5493.7,
,,50.76,21.16,181.39,5058,
,,45.22,16.06,174.14,5646.15,
,,44.44,19.63,186.8,3893.6,
,,51.99,20.13,173.61,4440.18,
,,43.28,17.92,229.26,4921.48,
,,34.8,14.3,206.05,5008.65,
,,57.9,13.9,191.46,3514.14,
,,36.41,16.05,192.32,3712.95,
,,57.76,14.79,226.46,4124.06,
,,41.61,14.19,201.03,2717.23,
,,32.2,17.96,206.64,3664.88,
,,54.53,14.32,229.02,3613.18,
,,57,17.15,200.47,6187.19,
,,37.1,15.89,207.78,5053.48,
,,47.66,14.15,205.53,6153.27,
,,38.7,19.25,207.49,5737.12,
,,43.18,17.92,205.53,3813.05,
,,48.59,17.85,210.38,5071.55,
,,59.1,13.97,200.16,3365.07,
,,51.12,16.45,202.25,5133.26,
,,46.03,13.77,180.64,4235.32,
,,47.78,13.31,204.72,4894.12,
,,57.71,18.74,202.71,4391.15,
,,34.75,15.55,194.59,3147.7,
,,58.72,20.09,204.69,5982.8,
,,50.9,20.42,186,5553.83,
,,41.82,15.87,185.79,3383.04,
,,49.59,14.47,210.52,6169.85,
,,49.15,14.19,193.79,4941.46,
,,49.06,14.24,211.13,4041.34,
,,55.58,18.93,193.98,6284.94,
,,56.7,13.18,206.71,2836.2,
,,49.71,21.21,183.38,5149.66,
,,46.89,19.99,230.68,4260.66,
,,43.16,18.7,213.4,4187.68,
,,32.38,17.58,227.7,3360.42,
,,45.74,14.92,229.69,5065.77,
,,53.75,18.1,216.04,6192.48,
,,33.9,15,197.79,3912.21,
,,44.7,14.68,188.49,4788.01,
,,53.64,20.39,201.29,5335.87,
,,48.98,19.03,230.97,5570.76,
,,46.92,21.04,172.66,3022.21,
,,39.08,19.68,206.72,6215.09,
,,51.38,17.9,226.3,5244.97,
,,54.07,19.18,220.63,3080.85,
,,53.76,17.24,180.12,4879.22,
,,34.09,17.01,203.79,3453.48,
,,43.93,13.79,218,5456.29,
,,37.24,19.8,185.57,6008.27,
,,37.69,20.62,211.51,4633.05,
,,36.46,17.93,178.39,5168.36,
,,38.04,19.47,219.2,5560.14,
,,52.54,13.3,179.21,3289.41,
,,40.14,19.57,182.7,6189.63,
,,36.94,16.76,184.74,5660.93,
,,53.88,16.77,185.18,6246.58,
,,56.17,16.59,175.05,5045.49,
,,34.21,19.98,216.17,4852.49,
,,34.88,15.61,201.16,5635.55,
,,43.56,19.52,211.9,4959.98,
,,43.16,18.66,203.61,3080.39,
,,52.24,15.9,227.74,5078.54,
,,49.65,19.75,230.3,3684.64,
,,38.55,16.33,203.27,4892.46,
,,36.8,15.76,173.52,3465.38,
,,51.01,14.82,207.24,6009.24,
,,42.34,13.79,187.36,5306.74,
,,47.61,18.48,188.77,5875.25,
,,48.28,19.63,182.97,5610.35,
,,33.85,21.25,209.84,3818.4,
,,41.2,13.86,200.66,4209.3,
,,47.63,14.52,218.39,6090.38,
,,55.61,20.11,201.46,3912.83,
,,57.92,15.88,187.48,3623.56,
,,44.75,13.86,208.24,4206.48,
,,37.7,19.69,176.94,4144.33,
,,41.63,21.36,203.18,2886.23,
,,38.21,19.62,210.55,4241.35,
,,34.53,17.48,172.72,6104.58,
,,34.21,18.33,204.86,4848.84,
,,44.76,15.4,180.91,4020.02,
,,51.31,18.59,181.06,5342.96,
,,49.51,13.93,225.78,3870.98,
,,32.18,18.18,174.85,5268.73,
,,55.87,17.99,203.74,6265.56,
,,34.2,14.31,214.56,3403.6,
,,47.52,21.07,194.67,6273.46,
,,35.63,19.12,173.61,5896.76,
,,53.49,15.79,220.07,4300.36,
,,35.88,18.09,211.98,5229.46,
,,46.18,15.42,226.82,3509.61,
,,54.36,21.33,214.05,3667.37,
,,47.69,14.4,185.34,2732.63,
,,50.83,20.36,202.88,4149.38,
,,42.32,17.8,213.58,3343.62,
,,52.06,16.78,196.13,4249.25,
,,49.78,15.27,193.12,6198.62,
,,45.19,15.78,183.83,3918.78,
,,36.58,14.51,194.05,3319.05,
,,37.46,18.61,226.05,5357.08,
,,33.96,17.35,214.68,4566.56,
,,51.28,17.89,212.55,4298.59,
,,32.37,15.33,175.49,5539.43,
,,41.89,15.04,218.8,3788.3,
,,41.69,14.23,209.06,4117.55,
,,49.46,21.36,184.94,2782.91,
,,36.69,16.11,221.42,4698.6,
,,35.57,13.68,223.73,6114.58,
,,54.13,18.47,216.75,3009.13,
,,36.74,15.33,216.12,5430.01,
,,47.78,18.96,190.02,2907.52,
,,44.97,16.88,181.69,4030.88,
,,36.56,16.19,176.56,3626.24,
,,35.99,18.6,203.07,4429.37,
,,40.67,16.26,189.44,4472.46,
,,38.02,19.77,177.79,3454.45,
,,42.45,19.41,220.22,5190.96,
,,59.2,21.02,187.38,4236.62,
,,57.6,18.03,196.45,5299.19,
,,59.19,19.13,216.36,3901.01,
,,45.11,15.78,221.54,3294.77,
,,54.15,20.77,221.58,5872.89,
,,50.84,14.86,177.25,5824.57,
,,32.31,13.2,195.07,5369.2,
,,40.13,19.23,197.06,3369.91,
,,50.71,18.87,229.36,5407.01,
,,55.8,17.24,212.28,2965.49,
,,35.77,16.22,216.2,5670.55,
,,49.2,20.16,201.72,5631.16,
,,42.46,19.11,182.61,5431.26,
,,48.38,14.47,222.11,3773.28,
,,45.68,13.43,195.01,4141.08,
,,37.28,18.59,209.35,5203.25,
,,58.1,13.39,211.98,4898.26,
,,59.54,18.98,202.66,5121.72,
,,43.6,20.5,204.8,4869.97,
,,37.9,18.23,211.17,4312.09,
